Year,Month,Day,Country,Region,city,latitude,longitude,AttackType,Killed,Wounded,Group,Target_type,Sub_Target,success,suicide,Weapon_type,Sub_Weapon_type,Motive,Summary,addnotes,Total_num,casualities
2002,5,3,United States,North America,Eldridge,41.658086,-90.584582,Bombing/Explosion,0.0,1.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Iowa. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,1.0,1
2002,5,3,United States,North America,Mount Carroll,42.095023,-89.97818000000001,Bombing/Explosion,0.0,1.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Illinois. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,1.0,1
2002,5,3,United States,North America,Morrison,41.809751,-89.965119,Bombing/Explosion,0.0,1.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Illinois. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,1.0,1
2002,5,3,United States,North America,Elizabeth,42.317791,-90.221517,Bombing/Explosion,0.0,0.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/03/2002: Between the dates of May 3-7, 2002 eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A. collectively causing seven injuries and leading to widespread panic in the region. In the set incidents that occurred on May 3, 2002, seven nearly identical bombs were found by mail carriers and residents in or near mailboxes between 10:49am and 2:30pm in eastern Iowa and western Illinois, including this one in Illinois. Six of the seven bombs detonated, injuring four mail carriers and two residents. Each of the bombs had a note in a plastic bag, which stated, ""I'm obtaining your attention in the only way I can .... more attention-getters are on the way."" On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,0.0,0
2002,5,4,United States,North America,Scotia,41.466401,-98.70313399999999,Bombing/Explosion,0.0,0.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,0,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,0.0,0
2002,5,4,United States,North America,Cairo,41.002235,-98.606738,Bombing/Explosion,0.0,0.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,0,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A, collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,0.0,0
2002,5,4,United States,North America,Columbus,41.432778000000006,-97.358611,Bombing/Explosion,0.0,0.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,0,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,0.0,0
2002,5,4,United States,North America,Davenport,40.312784,-97.811986,Bombing/Explosion,0.0,0.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,0,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,0.0,0
2002,5,4,United States,North America,Ohiowa,40.414167,-97.45222199999999,Bombing/Explosion,0.0,0.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,0,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,0.0,0
2002,5,4,United States,North America,Seward,40.911111,-97.096944,Bombing/Explosion,0.0,0.0,Anti-Government extremists,Private Citizens & Property,Unnamed Civilian/Unspecified,0,0,Explosives/Bombs/Dynamite,Pressure Trigger,The attacks were meant to bring attention to the perpetrator's antigovernment sentiment.,"05/04/2002: Between the dates of May 3-7, 2002, eighteen pipe bombs were found in rural mailboxes in five Midwestern states in the U.S.A., collectively causing seven injuries and leading to widespread panic in the region. Most of the explosives came with typewritten notes that bemoaned the power of the government and threatened more attacks. In the incidents that occurred on May 4-5, 2002, seven bombs were found in mailboxes in the southern and central counties of Nebraska. None of these bombs detonated and no injuries were suffered. On May 7, 2002, the FBI and Nevada state authorities arrested Luke Helder, a 21-year-old college student, who confessed to being responsible for all of the bombs.",,0.0,0
